Time,Ox Man Raw,Ox Man (psi),Fuel Man Raw,Fuel Man (psi),CC Raw,CC (psi),Ox Tank Raw,Ox Tank (psi),Press Tank Raw,Press Tank (psi),Thrust Raw,Thrust (lbf),dP Fuel,dP Ox
1926426,0.976959,-0.71675127,1.003119,1.916911,0.983173,0.58351479,1.015127,3.28790353,1.006375,10.068862,0.282996,25.982543,1.33339621,-1.30026606
1926463,0.975351,-1.10664303,1.002847,1.850123,0.983008,0.54305184,1.012625,2.65642375,1.005533,9.002781,0.278357,25.522052,1.30707116,-1.64969487
1926488,0.97438,-1.3420814,1.004181,2.17806,0.982013,0.29904799,1.015704,3.43353256,1.00694,10.783444,0.278845,25.570525,1.87901201,-1.64112939
1926537,0.976764,-0.76403292,1.004538,2.26586,0.981644,0.20855812,1.013196,2.80053844,1.005936,9.512646,0.278491,25.535382,2.05730188,-0.97259104
1926563,0.975632,-1.03850896,1.003891,2.106769,0.985733,1.21130359,1.013937,2.98755943,1.006113,9.736677,0.283118,25.994661,0.89546541,-2.24981255
1926605,0.979004,-0.22090012,1.003244,1.947679,0.981476,0.16735948,1.014618,3.15943702,1.006152,9.786891,0.282312,25.914681,1.78031952,-0.3882596
1926630,0.974231,-1.37820943,1.002478,1.759322,0.98367,0.7053941,1.012762,2.69100118,1.005344,8.7633,0.283008,25.983754,1.0539279,-2.08360353
1926667,0.976648,-0.79215944,1.002203,1.691783,0.983456,0.65291488,1.016806,3.71166634,1.004639,7.871037,0.283191,26.001932,1.03886812,-1.44507432
1926691,0.975354,-1.10591562,1.002569,1.781834,0.983511,0.66640253,1.016449,3.62156311,1.003427,6.337581,0.281677,25.851666,1.11543147,-1.77231815
1926717,0.975635,-1.03778155,1.002359,1.730055,0.982602,0.44348846,1.01207,2.5163473,1.005554,9.02982,0.278687,25.554771,1.28656654,-1.48127001
1926753,0.974084,-1.41385252,1.004004,2.134535,0.982681,0.46286163,1.013202,2.80205278,1.004053,7.129416,0.283142,25.997084,1.67167337,-1.87671415
1926779,0.974142,-1.39978926,1.002814,1.841869,0.983292,0.61269716,1.011365,2.33841235,1.005215,8.60107,0.280737,25.758357,1.22917184,-2.01248642
1926817,0.977695,-0.53829335,1.004565,2.272614,0.982767,0.48395141,1.014319,3.08397241,1.004706,7.956014,0.283032,25.986178,1.78866259,-1.02224476
1926867,0.979004,-0.22090012,1.000976,1.390112,0.982666,0.45918318,1.013183,2.79725737,1.004639,7.871037,0.27832,25.518417,0.93092882,-0.6800833
1926886,0.974155,-1.39663715,1.003818,2.088759,0.982297,0.36869331,1.013974,2.99689786,1.003854,6.878346,0.279944,25.679588,1.72006569,-1.76533046
1926919,0.974963,-1.20072139,1.002197,1.690282,0.982797,0.49130831,1.012024,2.50473736,1.005838,9.389042,0.283167,25.999508,1.19897369,-1.6920297
1926958,0.972195,-1.87187835,1.001416,1.498173,0.983102,0.56610346,1.011786,2.44466854,1.004642,7.874899,0.283167,25.999508,0.93206954,-2.43798181
1926993,0.97518,-1.1481054,1.002722,1.819356,0.983893,0.76008039,1.013013,2.75435107,1.003689,6.669765,0.283179,26.00072,1.05927561,-1.90818579
1927027,0.979098,-0.19810794,1.004419,2.236593,0.983716,0.71667468,1.015051,3.26872189,1.005658,9.161148,0.278357,25.522052,1.51991832,-0.91478262
1927064,0.977771,-0.51986563,1.002219,1.695535,0.9828,0.492044,1.013034,2.75965126,1.00585,9.404493,0.283179,26.00072,1.203491,-1.01190963
1927087,0.9728,-1.725184,1.004779,2.325144,0.981979,0.29071017,1.014389,3.10163971,1.003506,6.438009,0.279541,25.639599,2.03443383,-2.01589417
1927124,0.976514,-0.82465042,1.003287,1.958185,0.982638,0.45231674,1.014511,3.13243129,1.00524,8.631971,0.278394,25.525688,1.50586826,-1.27696716
1927158,0.972726,-1.74312678,1.003268,1.953682,0.983514,0.66713822,1.013113,2.77959007,1.00426,7.392073,0.278345,25.520841,1.28654378,-2.410265
1927202,0.9729,-1.700937,1.002197,1.690282,0.986328,1.35721544,1.011963,2.48934157,1.005859,9.416081,0.283203,26.003144,0.33306656,-3.05815244
1927215,0.973453,-1.56685109,1.004385,2.228339,0.985538,1.16348374,1.011169,2.28894391,1.00506,8.404077,0.282373,25.92074,1.06485526,-2.73033483
1927253,0.97232,-1.8415696,1.002215,1.694785,0.987234,1.57939382,1.008627,1.64736853,1.006134,9.763715,0.282019,25.885597,0.11539118,-3.42096342
1927280,0.978873,-0.25266369,1.005716,2.555525,0.982907,0.51828361,1.014209,3.05620951,1.003207,6.059473,0.278516,25.537806,2.03724139,-0.7709473
1927313,0.977283,-0.63819099,1.003918,2.113523,0.983914,0.76523022,1.012698,2.67484822,1.006055,9.663288,0.279272,25.612939,1.34829278,-1.40342121
1927346,0.974325,-1.35541725,1.002472,1.757821,0.985593,1.17697139,1.010773,2.18899747,1.007751,11.810898,0.277332,25.42026,0.58084961,-2.53238864
1927373,0.972357,-1.83259821,1.004269,2.199822,0.985077,1.05043271,1.01076,2.1857164,1.003671,6.64659,0.281763,25.860149,1.14938929,-2.88303092
1927414,0.975452,-1.08215356,1.005859,2.590795,0.985107,1.05778961,1.014459,3.11930701,1.004639,7.871037,0.27832,25.518417,1.53300539,-2.13994317
1927437,0.979272,-0.15591816,1.003839,2.094012,0.98389,0.7593447,1.013574,2.89594186,1.004202,7.318684,0.283105,25.993449,1.3346673,-0.91526286
1927472,0.978168,-0.42360504,1.002441,1.750317,0.986835,1.48154705,1.011209,2.29903951,1.006167,9.806204,0.283179,26.00072,0.26876995,-1.90515209
1927500,0.972793,-1.72688129,1.00589,2.598299,0.986285,1.34667055,1.011352,2.33513128,1.004636,7.867174,0.280579,25.742603,1.25162845,-3.07355184
1927532,0.975171,-1.15028763,1.004449,2.244098,0.985617,1.18285691,1.011456,2.36137984,1.003223,6.078786,0.276282,25.316044,1.06124109,-2.33314454
1927569,0.977231,-0.65079943,1.003421,1.991204,0.983893,0.76008039,1.010419,2.09965141,1.003751,6.747017,0.278333,25.519629,1.23112361,-1.41087982
1927595,0.972732,-1.74167196,1.005414,2.481233,0.985281,1.10045963,1.010831,2.20363609,1.003369,6.264191,0.282898,25.972848,1.38077337,-2.84213159
1927629,0.975198,-1.14374094,1.003015,1.891397,0.984235,0.84394905,1.010995,2.24502805,1.00292,5.696388,0.281433,25.82743,1.04744795,-1.98768999
1927663,0.975793,-0.99947129,1.002237,1.700038,0.984247,0.84689181,1.010828,2.20287892,1.003033,5.839304,0.278333,25.519629,0.85314619,-1.8463631
1927695,0.973422,-1.57436766,1.004141,2.168304,0.985815,1.23141245,1.011984,2.49464176,1.003638,6.604101,0.278333,25.519629,0.93689155,-2.80578011
1927721,0.973147,-1.64104691,1.004376,2.226087,0.982977,0.53544971,1.011572,2.39065708,1.003604,6.561612,0.28219,25.902563,1.69063729,-2.17649662
1927756,0.976736,-0.77082208,1.005817,2.580289,0.984671,0.95086933,1.012414,2.60316946,1.004825,8.106656,0.280286,25.713519,1.62941967,-1.72169141
1927780,0.975146,-1.15634938,1.003244,1.947679,0.98594,1.2620662,1.009762,1.93383118,1.004437,7.616105,0.279126,25.598397,0.6856128,-2.41841558
1927818,0.976507,-0.82634771,1.005383,2.473728,0.983108,0.56757484,1.014755,3.19401445,1.003046,5.854755,0.278357,25.522052,1.90615316,-1.39392255
1927841,0.972977,-1.68226681,1.004871,2.347657,0.984585,0.92977955,1.012106,2.52543334,1.004431,7.608379,0.279358,25.621421,1.41787745,-2.61204636
1927879,0.978488,-0.34601464,1.002405,1.741311,0.984369,0.87680987,1.01402,3.0085078,1.00423,7.353447,0.278406,25.5269,0.86450113,-1.22282451
1927903,0.978998,-0.22235494,1.005145,2.415195,0.983163,0.58106249,1.013757,2.94212923,1.004639,7.871037,0.27511,25.199709,1.83413251,-0.80341743
1927942,0.976987,-0.70996211,1.003805,2.085757,0.986746,1.45972158,1.013232,2.80962448,1.005521,8.987331,0.278369,25.523264,0.62603542,-2.16968369
1927977,0.976581,-0.80840493,1.002966,1.87939,0.986279,1.34519917,1.012958,2.74046962,1.00437,7.531127,0.280286,25.713519,0.53419083,-2.1536041
1928003,0.975333,-1.11100749,1.004205,2.184063,0.98511,1.0585253,1.010342,2.08021738,1.004608,7.832411,0.281445,25.828642,1.1255377,-2.16953279
1928049,0.977499,-0.58581747,1.004101,2.158549,0.984592,0.93149616,1.013986,2.99992654,1.003415,6.32213,0.28103,25.78744,1.22705284,-1.51731363
1928083,0.97868,-0.2994604,1.005096,2.403188,0.98316,0.5803268,1.012176,2.54310064,1.002219,4.807987,0.27832,25.518417,1.8228612,-0.8797872
1928119,0.976483,-0.83216699,1.004404,2.232841,0.98678,1.4680594,1.010052,2.00702428,1.005371,8.798063,0.282178,25.901351,0.7647816,-2.30022639
1928145,0.976007,-0.94758271,1.002927,1.869634,0.984589,0.93076047,1.013797,2.95222483,1.003952,7.00195,0.278406,25.5269,0.93887353,-1.87834318
1928181,0.973975,-1.44028175,1.004181,2.17806,0.985266,1.09678118,1.010303,2.07037417,1.00358,6.530711,0.281335,25.817736,1.08127882,-2.53706293
1928206,0.976196,-0.90175588,1.003421,1.991204,0.98512,1.0609776,1.011328,2.32907392,1.003323,6.206252,0.278345,25.520841,0.9302264,-1.96273348
1928231,0.975449,-1.08288097,1.004391,2.22984,0.984155,0.82433065,1.011487,2.36920393,1.003732,6.723842,0.281372,25.821371,1.40550935,-1.90721162
1928264,0.972574,-1.77998222,1.004208,2.184814,0.983902,0.76228746,1.00997,1.9863283,1.0022,4.784812,0.278333,25.519629,1.42252654,-2.54226968
1928290,0.974863,-1.22496839,1.006027,2.632068,0.987387,1.61691401,1.011328,2.32907392,1.003073,5.889518,0.281555,25.839548,1.01515399,-2.8418824
1928337,0.971689,-1.99456817,1.004993,2.377674,0.98389,0.7593447,1.010745,2.18193055,1.003064,5.87793,0.274878,25.176685,1.6183293,-2.75391287
1928349,0.976865,-0.73954345,1.002942,1.873387,0.984994,1.03007862,1.012244,2.56026316,1.002261,4.862064,0.281653,25.849243,0.84330838,-1.76962207
1928384,0.976797,-0.75603141,1.002975,1.881641,0.985144,1.06686312,1.012942,2.73643138,1.003213,6.067198,0.281079,25.792287,0.81477788,-1.82289453
1928407,0.974924,-1.21017772,1.002762,1.829111,0.984421,0.88956183,1.012744,2.68645816,1.002582,5.267638,0.278589,25.545077,0.93954917,-2.09973955
1928441,0.97431,-1.3590543,1.003375,1.979947,0.988956,2.00167988,1.00964,1.9030396,1.003656,6.627277,0.281543,25.838336,-0.02173288,-3.36073418
1928479,0.97457,-1.2960121,1.003418,1.990453,0.985101,1.05631823,1.010766,2.18723074,1.002219,4.807987,0.280469,25.731697,0.93413477,-2.35233033
1928511,0.977756,-0.52350268,1.003421,1.991204,0.984225,0.84149675,1.011731,2.43078709,1.004648,7.882625,0.278345,25.520841,1.14970725,-1.36499943
1928547,0.97265,-1.7615545,1.003592,2.033228,0.984189,0.83266847,1.011304,2.32301656,1.004196,7.310958,0.28186,25.869844,1.20055953,-2.59422297
1928584,0.976202,-0.90030106,1.004126,2.164552,0.986502,1.39988546,1.01077,2.1882403,1.005307,8.716948,0.283179,26.00072,0.76466654,-2.30018652
1928618,0.973401,-1.57945953,1.003464,2.00171,0.986993,1.52029339,1.010129,2.02645831,1.003366,6.260329,0.27832,25.518417,0.48141661,-3.09975292
1928644,0.976511,-0.82537783,1.002637,1.798344,0.984604,0.93443892,1.011468,2.36440852,1.00358,6.530711,0.279602,25.645658,0.86390508,-1.75981675
1928693,0.972678,-1.75476534,1.004156,2.172057,0.985824,1.23361952,1.011752,2.43608728,1.003424,6.333718,0.27832,25.518417,0.93843748,-2.98838486
1928728,0.977374,-0.61612622,1.004422,2.237344,0.98501,1.0340023,1.011862,2.46385018,1.002228,4.819575,0.282788,25.961942,1.2033417,-1.65012852
1928754,0.972302,-1.84593406,1.004065,2.149544,0.984051,0.79882673,1.010052,2.00702428,1.003076,5.893381,0.278906,25.576584,1.35071727,-2.64476079
1928789,0.974759,-1.25018527,1.005261,2.443711,0.986316,1.35427268,1.012567,2.64178513,1.00462,7.847861,0.280725,25.757145,1.08943832,-2.60445795
1928815,0.977408,-0.60788224,1.003131,1.919913,0.985153,1.06907019,1.013705,2.92900495,1.00227,4.873652,0.278345,25.520841,0.85084281,-1.67695243
1928849,0.976132,-0.91727396,1.004584,2.277116,0.983945,0.77283235,1.011551,2.38535689,1.003442,6.356894,0.278345,25.520841,1.50428365,-1.69010631
1928873,0.978033,-0.45633849,1.003848,2.096263,0.987302,1.59606946,1.01062,2.1503818,1.004227,7.349585,0.278333,25.519629,0.50019354,-2.05240795
1928910,0.972491,-1.80010723,1.002795,1.837366,0.986755,1.46192865,1.01142,2.3522938,1.00278,5.518708,0.278345,25.520841,0.37543735,-3.26203588
1928946,0.97832,-0.3867496,1.005276,2.447463,0.986249,1.33784227,1.014361,3.09457279,1.003985,7.044438,0.280615,25.746238,1.10962073,-1.72459187
1928971,0.978882,-0.25048146,1.003027,1.894399,0.986206,1.32729738,1.013785,2.94919615,1.003302,6.179214,0.28103,25.78744,0.56710162,-1.57777884
1929007,0.975342,-1.10882526,1.00325,1.94918,0.984415,0.88809045,1.012494,2.62336066,1.003192,6.04016,0.280103,25.695342,1.06108955,-1.99691571
1929062,0.974893,-1.21769429,1.004468,2.2486,0.986282,1.34593486,1.010971,2.23897069,1.00545,8.898491,0.278418,25.528111,0.90266514,-2.56362915
1929140,0.976248,-0.88914744,1.002777,1.832864,0.98468,0.9530764,1.012414,2.60316946,1.004803,8.079618,0.279797,25.665047,0.8797876,-1.84222384
1929211,0.976596,-0.80476788,1.006387,2.720619,0.985132,1.06392036,1.01369,2.9252191,1.004022,7.09079,0.280286,25.713519,1.65669864,-1.86868824
1929294,0.973083,-1.65656499,1.003595,2.033978,0.986709,1.45064807,1.011163,2.28742957,1.005145,8.51223,0.279639,25.649293,0.58332993,-3.10721306
1929343,0.976953,-0.71820609,1.004889,2.352159,0.985837,1.23680751,1.011542,2.38308538,1.004462,7.647005,0.279858,25.671106,1.11535149,-1.9550136
1929401,0.977753,-0.52423009,1.004675,2.299629,0.986352,1.36310096,1.012628,2.65718092,1.003427,6.337581,0.280701,25.754721,0.93652804,-1.88733105
1929444,0.976562,-0.81301186,1.003418,1.990453,0.983887,0.75860901,1.010742,2.18117338,1.003418,6.325993,0.27832,25.518417,1.23184399,-1.57162087
1929455,0.976977,-0.71238681,1.003781,2.079754,0.987552,1.65737696,1.010364,2.08576996,1.006598,10.350832,0.278369,25.523264,0.42237704,-2.36976377
1929490,0.977557,-0.57175421,1.006189,2.671841,0.985141,1.06612743,1.013629,2.90982331,1.004306,7.450012,0.275269,25.215463,1.60571357,-1.63788164
1929535,0.974621,-1.28364613,1.00437,2.224587,0.98587,1.2449001,1.010757,2.18495923,1.003442,6.356894,0.280212,25.706248,0.9796869,-2.52854623
1929570,0.976208,-0.89884624,1.005456,2.491739,0.985147,1.06759881,1.01319,2.7990241,1.003433,6.345306,0.278333,25.519629,1.42414019,-1.96644505
1929596,0.974191,-1.38790823,1.004507,2.258356,0.983743,0.72329589,1.011209,2.29903951,1.004504,7.701082,0.278357,25.522052,1.53506011,-2.11120412
1929639,0.973077,-1.65801981,1.004315,2.211079,0.985895,1.25103085,1.010028,2.00096692,1.003876,6.905384,0.278308,25.517205,0.96004815,-2.90905066
1929662,0.973263,-1.61292039,1.00506,2.394183,0.988766,1.95508618,1.011914,2.47697446,1.001834,4.321299,0.27832,25.518417,0.43909682,-3.56800657
1929708,0.972516,-1.79404548,1.00704,2.88121,0.986566,1.41558018,1.014526,3.13621714,1.003,5.796815,0.27832,25.518417,1.46562982,-3.20962566
1929732,0.979529,-0.09360337,1.005237,2.437708,0.986932,1.50533436,1.014972,3.24878308,1.002808,5.553471,0.278357,25.522052,0.93237364,-1.59893773
1929757,0.978561,-0.32831433,1.004727,2.312387,0.985132,1.06392036,1.013144,2.78741416,1.004523,7.724258,0.27865,25.551136,1.24846664,-1.39223469
1929799,0.971789,-1.97032117,1.00357,2.027975,0.986203,1.32656169,1.010904,2.22206056,1.00455,7.759021,0.278357,25.522052,0.70141331,-3.29688286
1929831,0.977688,-0.53999064,1.003436,1.994956,0.98522,1.0855006,1.014203,3.05469517,1.005698,9.211362,0.282922,25.975272,0.9094554,-1.62549124
1929843,0.973581,-1.53581493,1.004632,2.289123,0.988446,1.87661258,1.010168,2.03630152,1.001358,3.718732,0.281897,25.873479,0.41251042,-3.41242751
1929892,0.975342,-1.10882526,1.00708,2.890966,0.985107,1.05778961,1.011963,2.48934157,1.002197,4.780949,0.283203,26.003144,1.83317639,-2.16661487
1929903,0.977228,-0.65152684,1.003686,2.056491,0.985208,1.08255784,1.014197,3.05318083,1.001272,3.610579,0.278735,25.559619,0.97393316,-1.73408468
1929951,0.974689,-1.26715817,1.005774,2.569783,0.985846,1.23901458,1.01131,2.3245309,1.004242,7.368898,0.27832,25.518417,1.33076842,-2.50617275
1929965,0.975656,-1.03268968,1.005075,2.397935,0.986722,1.45383606,1.013068,2.76823252,1.004169,7.276195,0.279956,25.6808,0.94409894,-2.48652574
1930003,0.975406,-1.09330718,1.003421,1.991204,0.985116,1.05999668,1.011603,2.39848117,1.002206,4.792537,0.27832,25.518417,0.93120732,-2.15330386
1930050,0.973209,-1.62601377,1.005307,2.454968,0.984167,0.82727341,1.010748,2.18268772,1.002707,5.426005,0.27832,25.518417,1.62769459,-2.45328718
1930074,0.971255,-2.09980015,1.005032,2.387429,0.98522,1.0855006,1.01225,2.5617775,1.00231,4.923866,0.275232,25.211827,1.3019284,-3.18530075
1930109,0.977161,-0.66777233,1.005835,2.584792,0.986313,1.35353699,1.014392,3.10239688,1.00162,4.050916,0.278345,25.520841,1.23125501,-2.02130932
1930149,0.971051,-2.14926403,1.005643,2.537515,0.985864,1.24342872,1.012955,2.73971245,1.002948,5.731151,0.27832,25.518417,1.29408628,-3.39269275
1930179,0.972241,-1.86072473,1.005307,2.454968,0.986908,1.49944884,1.012057,2.51306623,1.002814,5.561196,0.278345,25.520841,0.95551916,-3.36017357
1930203,0.976849,-0.74342297,1.004062,2.148793,0.98591,1.2547093,1.012714,2.67888646,1.003058,5.870205,0.278357,25.522052,0.8940837,-1.99813227
1930227,0.972705,-1.74821865,1.005182,2.4242,0.986444,1.38566212,1.013254,2.81517706,1.002322,4.939316,0.280457,25.730485,1.03853788,-3.13388077
1930271,0.971573,-2.02269469,1.005972,2.618561,0.986703,1.44917669,1.0099,1.968661,1.002066,4.614857,0.27832,25.518417,1.16938431,-3.47187138
1930295,0.977737,-0.52810961,1.003738,2.069248,0.985425,1.13577275,1.011941,2.48378899,1.003729,6.719979,0.281982,25.881962,0.93347525,-1.66388236
1930320,0.97634,-0.8668402,1.005545,2.513501,0.986572,1.41705156,1.013461,2.86742179,1.001773,4.244046,0.278369,25.523264,1.09644944,-2.28389176
1930365,0.978418,-0.36298754,1.004632,2.289123,0.98685,1.4852255,1.011737,2.43230143,1.005286,8.68991,0.28042,25.726849,0.8038975,-1.84821304
1930391,0.97778,-0.5176834,1.00343,1.993455,0.985712,1.20615376,1.013226,2.80811014,1.001553,3.965939,0.280627,25.74745,0.78730124,-1.72383716
1930415,0.975803,-0.99704659,1.005594,2.525508,0.985751,1.21571773,1.011279,2.31670681,1.000995,3.259081,0.278333,25.519629,1.30979027,-2.21276432
1930462,0.973428,-1.57291284,1.004639,2.290624,0.986328,1.35721544,1.011435,2.35607965,1.002197,4.780949,0.27832,25.518417,0.93340856,-2.93012828
1930486,0.972656,-1.76009968,1.003894,2.10752,0.98465,0.9457195,1.011221,2.30206819,1.002487,5.147897,0.278333,25.519629,1.1618005,-2.70581918
1930509,0.974881,-1.22060393,1.004147,2.169805,0.986816,1.47688768,1.010513,2.12337607,1.001443,3.826885,0.278833,25.569313,0.69291732,-2.69749161
1930546,0.975723,-1.01644419,1.00422,2.187816,0.98725,1.5833175,1.012118,2.52846202,1.003055,5.866342,0.282788,25.961942,0.6044985,-2.59976169
1930582,0.974051,-1.42185403,1.005765,2.567532,0.985519,1.15882437,1.013916,2.98225924,1.002545,5.221287,0.278333,25.519629,1.40870763,-2.5806784
1930620,0.975766,-1.00601798,1.004709,2.307884,0.985684,1.19928732,1.010174,2.03781586,1.00155,3.962076,0.276038,25.291807,1.10859668,-2.2053053
1930644,0.977347,-0.62267291,1.004178,2.17731,0.986197,1.32509031,1.013016,2.75510824,1.0018,4.27881,0.275171,25.205768,0.85221969,-1.94776322
1930679,0.97745,-0.5976985,1.003751,2.07225,0.98638,1.3699674,1.012817,2.70488263,1.001065,3.347921,0.278345,25.520841,0.7022826,-1.9676659
1930715,0.974313,-1.35832689,1.005289,2.450465,0.986767,1.46487141,1.011401,2.34749839,1.00155,3.962076,0.278308,25.517205,0.98559359,-2.8231983
1930740,0.974582,-1.29310246,1.003049,1.899652,0.987897,1.74198131,1.009985,1.99011415,1.002594,5.283088,0.278369,25.523264,0.15767069,-3.03508377
1930776,0.973358,-1.58988574,1.003934,2.117275,0.986127,1.30792421,1.010974,2.23972786,1.003137,5.970633,0.278381,25.524476,0.80935079,-2.89780995
1930809,0.974164,-1.39445492,1.005127,2.410692,0.985855,1.24122165,1.012967,2.74274113,1.001248,3.579678,0.27832,25.518417,1.16947035,-2.63567657
1930834,0.970483,-2.28698699,1.005838,2.585542,0.985364,1.12081372,1.011716,2.42700124,1.001471,3.861648,0.278333,25.519629,1.46472828,-3.40780071
1930859,0.974234,-1.37748202,1.003296,1.960436,0.986734,1.45677882,1.010632,2.15341048,1.002612,5.306264,0.277771,25.463885,0.50365718,-2.83426084
1930899,0.976358,-0.86247574,1.004114,2.161551,0.986664,1.43961272,1.011273,2.31519247,1.00357,6.519123,0.281079,25.792287,0.72193828,-2.30208846
1930924,0.973288,-1.60685864,1.005511,2.505246,0.986862,1.48816826,1.011157,2.28591523,1.001874,4.371513,0.278345,25.520841,1.01707774,-3.0950269
1930957,0.975171,-1.15028763,1.005395,2.47673,0.985107,1.05778961,1.012259,2.56404901,1.000995,3.259081,0.278284,25.514781,1.41894039,-2.20807724
1930983,0.972781,-1.72979093,1.00581,2.578788,0.985272,1.09825256,1.011011,2.24906629,1.001254,3.587403,0.27832,25.518417,1.48053544,-2.82804349
1931017,0.972775,-1.73124575,1.004953,2.367918,0.9862,1.325826,1.011172,2.28970108,1.001749,4.213146,0.27832,25.518417,1.042092,-3.05707175
1931054,0.974344,-1.35081032,1.003921,2.114274,0.985589,1.17599047,1.012173,2.54234347,1.003628,6.592513,0.27832,25.518417,0.93828353,-2.52680079
1931093,0.970489,-2.28553217,1.005881,2.596048,0.989313,2.08922699,1.011368,2.33916952,1.000989,3.251356,0.278333,25.519629,0.50682101,-4.37475916
1931118,0.973773,-1.48926069,1.007211,2.923234,0.985962,1.26746126,1.014514,3.13318846,1.003107,5.932007,0.276294,25.317255,1.65577274,-2.75672195
1931153,0.976639,-0.79434167,1.005594,2.525508,0.987134,1.55487082,1.014761,3.19552879,1.002426,5.070645,0.279224,25.608091,0.97063718,-2.34921249
1931189,0.970569,-2.26613457,1.004983,2.375422,0.986453,1.38786919,1.012427,2.60645053,1.004001,7.063751,0.278296,25.515993,0.98755281,-3.65400376
1931228,0.970535,-2.27437855,1.005847,2.587793,0.987527,1.65124621,1.012445,2.61099355,1.002154,4.726873,0.273523,25.042173,0.93654679,-3.92562476
1931252,0.975867,-0.98152851,1.003418,1.990453,0.985586,1.17525478,1.011948,2.48555572,1.005066,8.411802,0.27832,25.518417,0.81519822,-2.15678329
1931293,0.972983,-1.68081199,1.007025,2.877458,0.985754,1.21645342,1.011362,2.33765518,1.003424,6.333718,0.278369,25.523264,1.66100458,-2.89726541
1931323,0.973825,-1.47665225,1.003427,1.992705,0.985861,1.24269303,1.010751,2.18344489,1.002212,4.800262,0.27832,25.518417,0.75001197,-2.71934528
1931349,0.974356,-1.34790068,1.004361,2.222335,0.986829,1.48007567,1.010657,2.15972023,1.002631,5.32944,0.279126,25.598397,0.74225933,-2.82797635
1931382,0.97644,-0.8425932,1.004141,2.168304,0.986822,1.47835906,1.01235,2.5870165,1.003921,6.963324,0.278308,25.517205,0.68994494,-2.32095226
1931407,0.973752,-1.49435256,1.004629,2.288373,0.98714,1.5563422,1.011456,2.36137984,1.00632,9.999335,0.278308,25.517205,0.7320308,-3.05069476
1931432,0.971918,-1.93904254,1.005484,2.498492,0.989096,2.03601208,1.010272,2.06255008,1.004266,7.399798,0.277368,25.423895,0.46247992,-3.97505462
1931469,0.973102,-1.65195806,1.005859,2.590795,0.986838,1.48228274,1.011447,2.35910833,1.00307,5.885656,0.27832,25.518417,1.10851226,-3.1342408
1931509,0.975055,-1.17841415,1.003964,2.12478,0.988623,1.92001829,1.010074,2.01257686,1.006518,10.250404,0.278333,25.519629,0.20476171,-3.09843244
1931534,0.972827,-1.71863731,1.005554,2.515752,0.985583,1.17451909,1.013452,2.86515028,1.003842,6.862896,0.278333,25.519629,1.34123291,-2.8931564
1931582,0.976044,-0.93861132,1.005328,2.460221,0.987262,1.58626026,1.012643,2.66096677,1.003143,5.978358,0.278345,25.520841,0.87396074,-2.52487158
1931618,0.974139,-1.40051667,1.004657,2.295127,0.985123,1.06171329,1.010751,2.18344489,1.001791,4.267222,0.278308,25.517205,1.23341371,-2.46222996
1931652,0.97637,-0.8595661,1.004303,2.208077,0.985449,1.14165827,1.011767,2.43987313,1.004086,7.171904,0.27832,25.518417,1.06641873,-2.00122437
1931686,0.975311,-1.11634183,1.004037,2.14279,0.986035,1.28536305,1.01044,2.1049516,1.003409,6.314405,0.278296,25.515993,0.85742695,-2.40170488
1931709,0.977148,-0.67092444,1.004648,2.292875,0.989203,2.06225169,1.01257,2.6425423,1.004632,7.863312,0.278296,25.515993,0.23062331,-2.73317613
1931733,0.977612,-0.55841836,1.006171,2.667339,0.986334,1.35868682,1.014303,3.07993417,1.003055,5.866342,0.273718,25.061562,1.30865218,-1.91710518
1931771,0.975317,-1.11488701,1.00448,2.251602,0.986191,1.32361893,1.011767,2.43987313,1.003412,6.318268,0.280371,25.722002,0.92798307,-2.43850594
1931806,0.975619,-1.04166107,1.004269,2.199822,0.986407,1.37658861,1.011206,2.29828234,1.004105,7.19508,0.281067,25.791076,0.82323339,-2.41824968
1931819,0.972543,-1.78749879,1.005374,2.471477,0.987506,1.64609638,1.01033,2.0771887,1.002432,5.07837,0.279578,25.643234,0.82538062,-3.43359517
1931866,0.973776,-1.48853328,1.006927,2.853444,0.986114,1.30473622,1.010864,2.21196496,1.003534,6.472772,0.273938,25.083375,1.54870778,-2.7932695
1931889,0.973682,-1.51132546,1.00285,1.850874,0.987509,1.64683207,1.012048,2.51079472,1.00404,7.113965,0.27832,25.518417,0.20404193,-3.15815753
1931915,0.975958,-0.95946374,1.005212,2.431704,0.984842,0.99280366,1.012021,2.50398019,1.002469,5.124721,0.278333,25.519629,1.43890034,-1.9522674
1931959,0.972656,-1.76009968,1.004394,2.23059,0.987549,1.65664127,1.009766,1.93484074,1.002197,4.780949,0.27832,25.518417,0.57394873,-3.41674095
1931972,0.974264,-1.37020792,1.003674,2.053489,0.985361,1.12007803,1.01076,2.1857164,1.002157,4.730735,0.278272,25.51357,0.93341097,-2.49028595
1931999,0.973434,-1.57145802,1.004632,2.289123,0.985693,1.20149439,1.010748,2.18268772,1.001648,4.08568,0.275806,25.268783,1.08762861,-2.77295241
1932045,0.976785,-0.75894105,1.00517,2.421198,0.985538,1.16348374,1.011722,2.42851558,1.001529,3.935038,0.27832,25.518417,1.25771426,-1.92242479
1932081,0.974594,-1.29019282,1.005191,2.426451,0.985132,1.06392036,1.011395,2.34598405,1.002203,4.788674,0.276062,25.294231,1.36253064,-2.35411318
